order_id,customer_id,order_date,status,channel,total_amount,shipping_cost
473,852,2025-08-05,Entregue,Website,14428.4,35.71
474,389,2024-11-26,Entregue,Website,2336.34,18.66
475,553,2024-11-15,Entregue,Website,12919.91,14.5
476,915,2025-02-17,Entregue,Website,9057.59,46.77
477,921,2026-01-11,Entregue,Website,16124.74,20.54
478,860,2025-08-22,Entregue,Marketplace,7823.87,8.09
479,165,2026-07-28,Enviado,Marketplace,8838.5,47.98
480,800,2026-01-02,Entregue,Marketplace,24104.39,25.09
481,756,2026-02-26,Entregue,Website,4678.68,21.72
482,786,2025-04-09,Entregue,Website,3137.55,43.21
483,515,2024-09-09,Entregue,Website,13350.11,9.43
484,649,2025-01-17,Entregue,Website,14376.13,11.09
485,49,2026-06-05,Entregue,Website,1756.08,2.04
486,287,2024-11-24,Entregue,Website,4744.98,21.55
487,760,2025-02-19,Entregue,Marketplace,3606.3,37.15
488,948,2025-06-30,Entregue,Website,9767.52,3.74
489,735,2026-02-13,Entregue,Website,2891.4,45.54
490,976,2024-12-13,Entregue,Website,17460.01,8.35
491,546,2025-03-06,Entregue,Website,8735.72,8.28
492,226,2025-01-05,Entregue,Marketplace,8727.96,35.41
493,216,2025-02-26,Entregue,Website,12426.69,0.07
494,302,2025-06-24,Entregue,Marketplace,978.57,49.26
495,287,2026-03-24,Entregue,Website,2736.35,12.8
496,797,2025-02-25,Entregue,Website,6326.82,36.13
497,152,2026-01-13,Entregue,Marketplace,4724.1,4.68
498,318,2026-08-04,Enviado,Website,17661.32,40.87
499,113,2025-08-05,Entregue,Website,4237.78,38.17
500,275,2025-11-27,Entregue,Website,23016.92,46.93
501,643,2026-03-18,Entregue,Website,11422.9,1.06
502,524,2025-06-15,Entregue,Marketplace,4665.07,7.09
503,232,2025-05-10,Entregue,Marketplace,1069.18,34.34
504,230,2026-04-19,Entregue,Website,4173.76,47.82
505,343,2026-02-19,Entregue,Website,449.65,33.97
506,678,2025-12-22,Entregue,Marketplace,3532.23,46.64
507,151,2025-10-01,Entregue,Marketplace,9124.82,7.39
508,493,2025-06-09,Entregue,Marketplace,12695.1,30.09
509,236,2026-04-16,Entregue,Marketplace,7835.01,4.18
510,870,2025-04-26,Entregue,Website,571.63,14.73
511,121,2025-02-02,Entregue,Website,2014.36,18.87
512,596,2025-06-19,Entregue,Website,26336.3,23.84
513,801,2024-08-15,Entregue,Website,20024.18,14.34
514,434,2026-02-28,Entregue,Marketplace,4040.64,27.71
515,974,2024-12-04,Entregue,Website,15636.33,37.16
516,415,2025-05-29,Entregue,Marketplace,3118.03,8.24
517,12,2026-05-20,Entregue,Marketplace,6561.07,9.39
518,810,2024-10-03,Entregue,Marketplace,13752.46,2.28
519,744,2025-03-08,Entregue,Marketplace,1593.81,48.69
520,516,2025-05-16,Entregue,Website,5314.81,25.11
521,156,2026-02-01,Entregue,Marketplace,377.81,3.94
522,670,2026-04-05,Entregue,Website,5715.13,38.44
523,350,2025-10-15,Entregue,Marketplace,3521.9,39.27
524,622,2024-09-29,Entregue,Website,21534.5,47.9
525,73,2025-05-25,Entregue,Website,17487.24,35.53
526,133,2026-06-16,Entregue,Marketplace,12313.24,18.34
527,298,2025-12-12,Entregue,Marketplace,7230.38,7.91
528,945,2024-09-07,Entregue,Marketplace,2836.58,38.41
529,720,2026-02-10,Entregue,Marketplace,19690.85,5.72
530,371,2025-10-27,Entregue,Marketplace,5983.16,48.93
531,259,2025-11-25,Entregue,Website,275.69,4.18
532,463,2024-11-09,Entregue,Marketplace,15652.95,26.24
533,549,2025-06-10,Entregue,Website,14924.79,48.28
534,755,2026-01-23,Entregue,Marketplace,20892.48,0.71
535,655,2025-10-23,Entregue,Website,1424.1,1.82
536,976,2026-03-30,Entregue,Website,12597.32,48.59
537,784,2025-09-08,Entregue,Marketplace,4078.41,5.67
538,292,2025-08-06,Entregue,Marketplace,29531.13,31.71
539,796,2026-01-12,Entregue,Marketplace,1919.34,27.58
540,360,2026-01-08,Entregue,Marketplace,11385.79,20.65
541,425,2026-03-08,Entregue,Website,3110.61,0.78
542,441,2025-01-23,Entregue,Website,7363.18,27.79
543,448,2024-08-28,Entregue,Website,7610.6,4.98
544,643,2026-05-21,Entregue,Marketplace,4208.92,41.87
545,157,2025-07-28,Entregue,Website,28365.56,30.9
546,805,2026-04-05,Entregue,Marketplace,213.63,38.52
547,643,2026-01-21,Entregue,Website,18097.45,31.92
548,79,2025-12-17,Entregue,Website,10896.66,34.37
549,629,2026-07-22,Enviado,Website,8905.78,26.09
550,336,2025-09-04,Entregue,Website,3031.96,10.99
551,668,2026-03-27,Entregue,Marketplace,9521.21,23.35
552,814,2025-10-10,Entregue,Website,6226.05,47.69
553,911,2026-05-10,Entregue,Website,1714.35,47.9
554,75,2024-11-26,Entregue,Website,7697.18,32.85
555,815,2024-12-29,Entregue,Marketplace,8375.21,44.94
556,328,2024-12-11,Entregue,Website,9735.24,9.86
557,590,2025-10-15,Entregue,Website,16749.36,45.58
558,822,2024-09-09,Entregue,Marketplace,4129.31,36.16
559,714,2024-11-05,Entregue,Marketplace,2071.85,24.67
560,846,2025-04-23,Entregue,Website,3898.49,6.94
561,957,2026-01-05,Entregue,Website,1738.83,12.98
562,77,2025-05-23,Entregue,Marketplace,15333.09,16.47
563,502,2026-04-26,Entregue,Marketplace,4975.76,16.1
564,62,2025-08-01,Entregue,Website,3271.03,0.66
565,605,2025-11-11,Entregue,Marketplace,7503.19,38.02
566,889,2025-12-23,Entregue,Website,2685.38,39.0
567,151,2024-11-27,Entregue,Marketplace,86.28,43.81
568,192,2026-03-25,Entregue,Marketplace,10874.73,1.43
569,750,2025-02-25,Entregue,Marketplace,6244.99,9.7
570,444,2025-07-10,Entregue,Website,2409.04,34.06
571,545,2024-09-11,Entregue,Website,16247.37,13.77
572,757,2025-10-29,Entregue,Marketplace,5480.83,42.63
573,486,2026-03-19,Entregue,Marketplace,1329.59,16.7
574,993,2025-03-21,Entregue,Marketplace,11988.22,29.16
575,103,2025-03-26,Entregue,Marketplace,7522.77,40.19
576,728,2025-03-05,Entregue,Marketplace,9741.41,44.57
577,442,2025-08-13,Entregue,Marketplace,1902.08,10.32
578,989,2025-08-19,Entregue,Marketplace,9681.08,43.86
579,628,2026-02-28,Entregue,Website,10724.14,21.67
580,681,2025-11-25,Entregue,Website,6008.76,15.18
581,677,2025-05-03,Entregue,Website,3201.29,2.5
582,278,2024-09-15,Entregue,Website,8855.22,49.8
583,255,2024-11-09,Entregue,Marketplace,259.87,21.13
584,178,2026-05-08,Entregue,Marketplace,5298.81,33.95
585,950,2025-10-19,Entregue,Marketplace,27211.6,27.29
586,431,2025-09-28,Entregue,Marketplace,17128.44,23.06
587,474,2024-11-03,Entregue,Marketplace,6602.1,41.96
588,666,2026-02-01,Entregue,Website,457.13,16.67
589,340,2024-11-09,Entregue,Website,25440.45,6.07
590,7,2025-08-06,Entregue,Marketplace,4622.26,31.18
591,486,2024-08-19,Entregue,Website,9643.3,41.64
592,880,2025-05-31,Entregue,Website,1619.56,21.62
593,674,2025-01-14,Entregue,Website,12730.02,8.54
594,12,2024-11-24,Entregue,Marketplace,23664.97,1.7
595,526,2026-02-19,Entregue,Website,2639.9,8.72
596,781,2026-07-29,Entregue,Marketplace,13127.82,3.41
597,850,2025-03-23,Entregue,Marketplace,720.73,3.38
598,957,2024-12-13,Entregue,Marketplace,7673.21,16.18
599,431,2025-01-13,Entregue,Website,16327.86,3.1
600,329,2025-11-03,Entregue,Website,12603.93,34.94
601,197,2024-12-22,Entregue,Website,913.83,29.11
602,915,2025-11-04,Entregue,Website,10921.72,17.98
603,366,2026-01-29,Entregue,Website,9884.23,40.08
604,297,2025-11-14,Entregue,Marketplace,2425.88,19.52
605,409,2026-04-05,Entregue,Website,2873.16,27.3
606,34,2026-05-25,Entregue,Marketplace,10633.84,21.07
607,776,2025-06-24,Entregue,Website,7798.14,11.78
608,973,2025-02-15,Entregue,Marketplace,19579.66,29.91
609,881,2024-11-25,Entregue,Marketplace,1457.03,34.1
610,387,2026-01-01,Entregue,Website,11006.6,21.49
611,771,2025-07-09,Entregue,Website,88.82,49.55
612,185,2024-12-05,Entregue,Marketplace,8940.49,2.19
613,211,2025-06-29,Entregue,Marketplace,3362.88,35.26
614,274,2026-07-08,Entregue,Marketplace,19956.76,34.89
615,451,2025-06-04,Entregue,Marketplace,1082.49,47.65
616,603,2024-10-22,Entregue,Marketplace,6575.16,15.02
617,394,2025-12-27,Entregue,Marketplace,9425.74,0.94
618,357,2026-01-25,Entregue,Website,6848.64,45.5
619,951,2024-08-25,Entregue,Website,10141.92,40.37
620,88,2025-08-10,Entregue,Website,14996.77,38.57
621,623,2024-11-20,Entregue,Website,9557.53,6.22
622,284,2025-08-19,Entregue,Marketplace,4443.68,47.66
623,882,2025-11-11,Entregue,Marketplace,402.86,28.99
624,266,2024-10-16,Entregue,Marketplace,5477.29,0.81
625,585,2024-10-12,Entregue,Marketplace,12045.96,41.46
626,997,2026-01-05,Entregue,Marketplace,11211.73,31.1
627,828,2026-03-10,Entregue,Marketplace,29976.89,25.54
628,751,2025-03-04,Entregue,Website,12230.79,42.38
629,456,2025-12-28,Entregue,Marketplace,6873.25,18.09
630,848,2026-07-19,Enviado,Website,8902.99,38.82
631,898,2026-06-08,Entregue,Marketplace,1029.64,0.78
632,729,2024-08-30,Entregue,Marketplace,4764.59,37.14
633,941,2025-04-09,Entregue,Marketplace,13689.96,45.21
634,632,2025-10-27,Entregue,Website,3630.27,49.71
635,973,2025-04-03,Entregue,Marketplace,19820.56,45.53
636,389,2025-10-29,Entregue,Marketplace,13644.84,21.93
637,43,2025-08-25,Entregue,Website,11696.12,21.53
638,940,2025-07-22,Entregue,Marketplace,1171.05,49.44
639,99,2025-01-23,Entregue,Website,15156.78,27.61
640,851,2025-11-29,Entregue,Marketplace,3466.45,14.75
641,506,2025-04-04,Entregue,Marketplace,5532.11,4.34
642,745,2025-10-02,Entregue,Website,9312.33,16.36
643,9,2025-04-23,Entregue,Website,2946.01,6.84
644,878,2025-08-25,Entregue,Website,3104.68,0.16
645,728,2025-06-04,Entregue,Website,3732.64,1.94
646,685,2025-09-19,Entregue,Marketplace,6055.84,24.51
647,181,2026-01-08,Entregue,Marketplace,2835.75,47.82
648,132,2026-02-11,Entregue,Marketplace,5342.33,42.01
649,453,2025-07-07,Entregue,Marketplace,370.15,19.93
650,348,2024-08-28,Entregue,Website,8224.62,15.43
651,800,2026-04-28,Entregue,Marketplace,17090.14,45.61
652,567,2024-11-02,Entregue,Website,5152.28,47.0
653,497,2026-03-31,Entregue,Website,2421.78,7.85
654,135,2025-01-10,Entregue,Marketplace,3623.66,43.1
655,781,2024-10-28,Entregue,Marketplace,21917.61,1.01
656,228,2026-05-10,Entregue,Marketplace,6332.38,28.05
657,999,2026-04-14,Entregue,Website,4800.31,19.87
658,148,2025-08-19,Entregue,Website,3693.77,4.77
659,859,2024-09-27,Entregue,Marketplace,7176.3,26.17
660,814,2026-06-15,Entregue,Marketplace,6842.21,27.28
661,717,2024-10-05,Entregue,Website,2335.92,18.78
662,171,2026-07-18,Enviado,Marketplace,7829.85,43.49
663,642,2026-03-20,Entregue,Marketplace,16679.43,6.99
664,170,2024-11-23,Entregue,Website,3291.27,14.51
665,339,2024-11-07,Entregue,Website,8922.77,8.21
666,63,2026-06-19,Entregue,Marketplace,2817.65,29.72
667,232,2026-02-02,Entregue,Marketplace,675.3,31.44
668,786,2025-06-04,Entregue,Marketplace,24893.19,46.72
669,874,2025-11-28,Entregue,Marketplace,6196.54,48.33
670,335,2024-11-13,Entregue,Marketplace,152.43,25.02
671,793,2025-04-25,Entregue,Marketplace,5956.76,35.31
672,729,2025-05-10,Entregue,Website,9619.79,41.99
673,898,2026-04-25,Entregue,Website,7830.17,19.12
674,97,2025-12-12,Entregue,Marketplace,16199.62,45.79
675,648,2026-05-13,Entregue,Marketplace,13770.52,24.52
676,64,2026-06-06,Entregue,Marketplace,14371.62,4.87
677,780,2025-05-16,Entregue,Website,2683.58,36.45
678,706,2026-06-17,Entregue,Marketplace,130.69,8.65
679,121,2025-11-20,Entregue,Marketplace,499.92,23.31
680,748,2025-02-20,Entregue,Website,17395.84,9.28
681,723,2025-10-15,Entregue,Marketplace,2791.8,8.9
682,182,2025-10-12,Entregue,Marketplace,14188.74,12.97
683,395,2025-02-14,Entregue,Website,5108.21,26.9
684,717,2026-06-26,Entregue,Marketplace,1128.0,4.54
685,647,2026-01-29,Entregue,Website,14759.08,23.76
686,103,2024-12-11,Entregue,Website,3656.64,45.66
687,712,2024-11-16,Entregue,Marketplace,3062.17,36.55
688,276,2026-07-06,Entregue,Marketplace,5116.07,29.65
689,204,2025-10-13,Entregue,Website,10055.86,6.49
690,905,2026-01-28,Entregue,Website,1613.0,15.06
691,448,2025-02-02,Entregue,Website,11895.19,36.21
692,716,2026-02-19,Entregue,Website,12352.5,45.64
693,435,2025-01-22,Entregue,Marketplace,7114.1,26.71
694,770,2024-12-16,Entregue,Marketplace,4816.6,45.73
695,670,2026-04-09,Entregue,Website,6752.34,21.29
696,477,2024-12-28,Entregue,Website,461.4,17.31
697,520,2026-07-24,Entregue,Marketplace,13424.26,0.58
698,865,2025-04-27,Entregue,Marketplace,2955.29,5.58
699,957,2026-05-28,Entregue,Marketplace,24483.18,9.88
700,839,2025-11-23,Entregue,Website,2873.29,27.14
701,750,2025-12-14,Entregue,Website,11734.22,26.56
702,250,2026-03-15,Entregue,Marketplace,18127.59,2.03
703,743,2025-02-22,Entregue,Website,7917.46,16.89
704,857,2026-04-29,Entregue,Marketplace,467.39,48.26
705,51,2026-03-14,Entregue,Marketplace,3426.47,28.67
706,688,2026-05-13,Entregue,Website,352.16,30.23
707,673,2026-01-08,Entregue,Website,14114.99,13.74
708,651,2025-05-11,Entregue,Marketplace,13041.01,27.07
709,991,2026-03-15,Entregue,Website,12776.16,31.57
710,784,2024-08-26,Entregue,Website,4027.85,37.57
711,183,2024-10-09,Entregue,Website,6226.78,38.34
712,546,2026-02-10,Entregue,Marketplace,4223.22,11.25
713,672,2025-07-08,Entregue,Website,4172.55,34.17
714,998,2025-10-15,Entregue,Marketplace,394.38,20.51
715,516,2025-11-15,Entregue,Website,12949.2,29.98
716,524,2024-11-18,Entregue,Website,2330.73,42.52
717,730,2026-02-22,Entregue,Website,7321.26,16.14
718,816,2026-03-02,Entregue,Website,9329.73,48.64
719,267,2026-06-04,Entregue,Website,21064.64,35.79
720,128,2025-06-12,Entregue,Website,5739.1,7.3
721,100,2025-05-12,Entregue,Marketplace,1566.45,32.1
722,251,2025-04-22,Entregue,Marketplace,6577.0,17.12
723,299,2025-07-15,Entregue,Marketplace,2475.57,47.24
724,132,2026-05-14,Entregue,Website,9891.84,30.37
725,634,2025-05-31,Entregue,Website,7710.62,48.62
726,892,2025-04-04,Entregue,Marketplace,11444.79,8.77
727,584,2024-09-18,Entregue,Website,16401.1,42.0
728,536,2024-10-21,Entregue,Website,449.27,12.23
729,566,2025-02-16,Entregue,Marketplace,7784.74,4.57
730,600,2026-03-02,Entregue,Marketplace,13609.49,23.21
731,927,2025-06-28,Entregue,Website,10279.95,36.0
732,661,2025-05-28,Entregue,Marketplace,5466.01,13.21
733,690,2025-09-09,Entregue,Marketplace,7718.66,4.73
734,702,2026-04-02,Entregue,Marketplace,5444.03,46.38
735,625,2026-04-08,Entregue,Website,5227.7,16.28
736,436,2024-09-04,Entregue,Marketplace,518.62,38.13
737,363,2024-11-01,Entregue,Website,8690.59,48.75
738,810,2025-06-16,Entregue,Marketplace,9302.25,16.28
739,931,2025-08-09,Entregue,Marketplace,21318.12,12.49
740,604,2026-06-15,Entregue,Marketplace,18371.38,28.7
741,322,2024-08-17,Entregue,Marketplace,8387.58,45.26
742,144,2026-04-28,Entregue,Website,13964.92,32.11
743,895,2026-05-10,Entregue,Marketplace,10294.22,39.51
744,196,2024-11-03,Entregue,Website,16147.32,38.36
745,972,2026-01-20,Entregue,Marketplace,13669.66,44.47
746,670,2025-07-29,Entregue,Website,8851.04,38.5
747,674,2025-08-14,Entregue,Website,1259.43,10.09
748,28,2025-10-23,Entregue,Website,11770.56,43.88
749,390,2026-01-04,Entregue,Website,2277.17,4.64
750,367,2025-03-24,Entregue,Marketplace,10244.31,20.76
751,8,2024-12-30,Entregue,Marketplace,8614.82,40.17
752,17,2025-02-12,Entregue,Marketplace,8156.57,36.48
753,781,2025-12-24,Entregue,Website,1197.38,3.06
754,179,2024-10-30,Entregue,Website,4174.2,37.1
755,931,2024-09-12,Entregue,Marketplace,3377.87,31.1
756,753,2026-08-06,Processando,Marketplace,12015.76,2.32
757,550,2026-06-26,Entregue,Marketplace,23023.75,6.72
758,133,2025-01-08,Entregue,Website,11433.12,11.28
759,909,2025-05-28,Entregue,Website,7307.05,12.49
760,905,2025-03-23,Entregue,Marketplace,6768.76,37.99
761,872,2026-01-17,Entregue,Website,14359.16,37.4
762,995,2025-07-09,Entregue,Marketplace,1915.07,22.61
763,787,2026-01-14,Entregue,Marketplace,1800.72,16.86
764,685,2026-03-05,Entregue,Marketplace,5952.93,38.16
765,124,2025-12-23,Entregue,Marketplace,3981.82,6.31
766,907,2024-11-28,Entregue,Website,8710.09,7.09
767,156,2025-10-05,Entregue,Website,2844.5,40.01
768,634,2024-12-09,Entregue,Website,3098.47,42.16
769,923,2025-04-08,Entregue,Marketplace,24915.35,44.69
770,69,2024-08-15,Entregue,Website,5645.13,37.76
771,164,2025-01-27,Entregue,Marketplace,1678.48,19.55
772,744,2024-09-27,Entregue,Website,5447.52,10.29
773,106,2025-06-13,Entregue,Marketplace,7562.33,11.61
774,913,2025-06-19,Entregue,Marketplace,5250.41,5.64
775,871,2024-09-08,Entregue,Marketplace,16110.05,41.84
776,86,2024-09-03,Entregue,Website,6507.06,5.06
777,892,2025-10-23,Entregue,Marketplace,8644.49,2.11
778,245,2024-10-26,Entregue,Marketplace,17109.92,29.01
779,186,2026-07-19,Enviado,Marketplace,9289.05,4.94
780,270,2026-01-21,Entregue,Website,9814.45,10.47
781,637,2026-06-17,Entregue,Marketplace,4022.44,31.97
782,519,2025-03-05,Entregue,Marketplace,12125.5,37.84
783,835,2025-08-24,Entregue,Marketplace,1784.71,30.67
784,42,2026-08-01,Enviado,Website,7681.32,33.38
785,222,2025-04-04,Entregue,Website,8179.65,0.62
786,197,2026-05-17,Entregue,Marketplace,7273.85,9.3
787,552,2025-06-02,Entregue,Website,17188.18,4.83
788,472,2025-10-31,Entregue,Marketplace,11181.66,24.86
789,283,2026-04-26,Entregue,Marketplace,2117.05,47.37
790,966,2025-05-14,Entregue,Website,3949.64,49.31
791,584,2024-12-17,Entregue,Marketplace,18153.25,7.21
792,31,2025-01-29,Entregue,Marketplace,22404.69,36.43
793,486,2025-03-05,Entregue,Website,6742.83,42.36
794,189,2024-10-25,Entregue,Marketplace,5207.17,20.07
795,21,2024-11-08,Entregue,Website,619.98,49.1
796,542,2025-11-14,Entregue,Website,4425.59,0.23
797,588,2025-09-05,Entregue,Website,15207.23,44.57
798,813,2026-04-04,Entregue,Website,6527.03,40.36
799,346,2026-01-01,Entregue,Marketplace,9029.17,46.43
800,932,2026-03-23,Entregue,Website,5304.51,42.39
801,720,2025-06-05,Entregue,Marketplace,1938.71,37.85
802,642,2025-05-18,Entregue,Marketplace,21306.49,20.21
803,716,2024-08-26,Entregue,Website,972.26,26.38
804,602,2024-08-30,Entregue,Website,839.5,32.05
805,193,2025-12-10,Entregue,Marketplace,3270.9,48.21
806,870,2026-02-22,Entregue,Website,910.16,25.44
807,191,2026-05-11,Entregue,Website,1805.06,35.62
808,656,2026-07-08,Entregue,Website,11603.5,2.26
809,412,2024-12-27,Entregue,Website,2454.94,7.8
810,500,2025-06-16,Entregue,Marketplace,9756.63,30.01
811,698,2026-06-26,Entregue,Marketplace,11702.27,14.24
812,206,2026-07-17,Enviado,Website,1529.06,23.45
813,86,2026-05-09,Entregue,Website,26642.13,12.09
814,924,2025-12-14,Entregue,Website,3565.95,19.57
815,450,2025-01-02,Entregue,Website,170.98,43.57
816,571,2025-07-13,Entregue,Website,9486.68,7.17
817,330,2025-04-09,Entregue,Marketplace,375.79,1.92
818,577,2025-04-21,Entregue,Website,19304.41,40.69
819,244,2025-03-27,Entregue,Marketplace,12268.27,30.63
820,179,2026-07-09,Entregue,Marketplace,3254.58,49.96
821,901,2025-11-28,Entregue,Website,3677.43,49.37
822,464,2025-11-18,Entregue,Marketplace,7809.72,47.62
823,634,2026-01-12,Entregue,Marketplace,6077.72,45.02
824,565,2024-11-09,Entregue,Website,12166.95,32.98
825,203,2025-06-30,Entregue,Website,20781.55,20.56
826,22,2025-07-08,Entregue,Website,818.57,46.01
827,924,2026-03-07,Entregue,Marketplace,1016.91,10.15
828,849,2026-03-26,Entregue,Marketplace,231.59,23.75
829,156,2026-03-09,Entregue,Website,2990.55,20.76
830,175,2026-02-07,Entregue,Website,11252.23,29.31
831,908,2024-11-26,Entregue,Marketplace,1236.55,3.44
832,300,2025-08-08,Entregue,Website,6509.13,17.74
833,314,2026-05-14,Entregue,Marketplace,7323.58,22.45
834,927,2025-09-18,Entregue,Marketplace,544.33,19.0
835,376,2025-02-28,Entregue,Marketplace,12501.38,20.36
836,327,2025-08-31,Entregue,Website,3696.01,1.15
837,798,2024-10-10,Entregue,Website,10499.95,43.18
838,892,2026-06-10,Entregue,Website,9500.47,7.81
839,735,2026-05-11,Entregue,Website,9158.43,19.35
840,194,2025-11-08,Entregue,Website,981.02,35.14
841,775,2025-07-15,Entregue,Website,6890.88,8.12
842,353,2024-09-21,Entregue,Website,24746.1,30.99
843,745,2024-12-09,Entregue,Marketplace,6880.7,22.54
844,333,2025-03-04,Entregue,Marketplace,14309.12,23.18
845,678,2025-12-03,Entregue,Website,4699.55,7.55
846,203,2026-04-12,Entregue,Website,425.65,24.87
847,971,2025-12-13,Entregue,Website,847.13,24.37
848,489,2025-09-12,Entregue,Marketplace,13738.47,7.07
849,885,2026-02-20,Entregue,Website,10342.34,18.48
850,569,2025-12-22,Entregue,Marketplace,12328.23,28.86
851,840,2025-07-21,Entregue,Website,24772.55,24.43
852,970,2026-08-05,Entregue,Marketplace,11754.8,3.35
853,150,2026-03-16,Entregue,Marketplace,12568.8,47.83
854,386,2025-08-06,Entregue,Marketplace,157.07,35.03
855,304,2026-05-17,Entregue,Website,16457.02,1.44
856,292,2026-03-13,Entregue,Website,13204.59,29.32
857,644,2024-11-20,Entregue,Marketplace,19515.04,32.32
858,950,2026-08-03,Enviado,Website,14361.75,7.58
859,834,2026-07-05,Entregue,Website,141.79,22.42
860,661,2026-04-30,Entregue,Website,5318.73,2.62
861,978,2024-08-28,Entregue,Website,8849.21,25.03
862,42,2024-11-11,Entregue,Website,1438.19,29.48
863,377,2026-07-01,Entregue,Website,9714.59,19.86
864,384,2025-09-17,Entregue,Marketplace,1672.48,7.99
865,667,2025-03-05,Entregue,Marketplace,8235.17,22.58
866,306,2025-10-18,Entregue,Website,10400.4,44.33
867,25,2026-07-07,Entregue,Marketplace,3315.18,0.62
868,469,2026-01-19,Entregue,Marketplace,7403.4,30.09
869,255,2025-06-23,Entregue,Website,5589.76,30.82
870,281,2026-01-31,Entregue,Website,14840.35,15.17
871,36,2025-07-02,Entregue,Website,7405.0,15.1
872,743,2026-05-16,Entregue,Website,10077.44,22.76
873,983,2025-05-30,Entregue,Marketplace,5088.31,35.5
874,720,2026-04-10,Entregue,Marketplace,296.99,39.6
875,841,2026-05-21,Entregue,Marketplace,15903.97,27.23
876,479,2025-01-12,Entregue,Marketplace,3741.02,38.37
877,141,2024-12-07,Entregue,Marketplace,11176.69,46.24
878,588,2024-09-20,Entregue,Website,10995.28,48.86
879,533,2026-08-03,Enviado,Website,9371.74,12.74
880,705,2026-03-26,Entregue,Website,14882.07,11.29
881,215,2025-10-22,Entregue,Website,2398.81,47.58
882,974,2026-08-01,Enviado,Marketplace,12210.38,47.24
883,33,2026-07-17,Entregue,Marketplace,7394.58,17.57
884,702,2025-12-05,Entregue,Marketplace,20279.3,49.73
885,768,2025-06-27,Entregue,Marketplace,9487.9,12.07
886,515,2025-11-26,Entregue,Website,15200.6,23.16
887,704,2025-05-09,Entregue,Website,1940.19,48.43
888,6,2025-12-02,Entregue,Marketplace,14151.66,38.79
889,506,2025-06-30,Entregue,Website,3088.86,35.69
890,970,2025-11-29,Entregue,Website,9276.23,21.9
891,719,2024-11-30,Entregue,Marketplace,361.46,3.35
892,411,2026-01-19,Entregue,Website,3575.53,45.33
893,560,2026-03-27,Entregue,Marketplace,11564.13,27.87
894,116,2025-04-24,Entregue,Marketplace,90.3,29.28
895,250,2025-02-26,Entregue,Marketplace,3888.62,40.06
896,824,2026-07-14,Enviado,Website,13588.48,33.35
897,405,2025-06-16,Entregue,Website,5091.57,9.63
898,662,2026-02-12,Entregue,Website,10528.23,12.07
899,940,2025-05-31,Entregue,Marketplace,14869.02,15.17
900,709,2026-06-10,Entregue,Marketplace,4741.03,48.76
901,531,2025-04-01,Entregue,Marketplace,15153.58,13.93
902,211,2026-07-28,Entregue,Website,5719.05,44.36
903,564,2025-05-10,Entregue,Marketplace,3343.42,0.16
904,284,2025-09-19,Entregue,Marketplace,3232.65,9.96
905,610,2025-12-08,Entregue,Website,10567.56,23.82
906,761,2025-05-16,Entregue,Marketplace,17128.86,10.24
907,156,2026-07-04,Entregue,Website,2553.4,27.69
908,629,2025-01-23,Entregue,Marketplace,3847.76,40.48
909,227,2025-10-07,Entregue,Website,3654.19,22.98
910,882,2025-02-02,Entregue,Marketplace,12778.55,22.31
911,872,2025-03-31,Entregue,Marketplace,6912.84,1.15
912,453,2025-03-18,Entregue,Website,1398.11,18.65
913,213,2025-05-18,Entregue,Website,1265.2,15.71
914,67,2025-07-18,Entregue,Marketplace,4174.03,35.65
915,391,2025-11-28,Entregue,Website,10663.04,24.55
916,614,2024-11-04,Entregue,Website,13288.66,42.3
917,301,2025-03-31,Entregue,Website,4953.49,42.93
918,804,2026-06-25,Entregue,Website,5759.43,14.41
919,378,2024-12-04,Entregue,Website,7063.76,7.64
920,22,2026-02-01,Entregue,Website,4722.69,19.69
921,855,2024-09-24,Entregue,Marketplace,2934.99,28.69
922,1,2025-06-08,Entregue,Marketplace,6337.33,23.04
923,258,2025-08-12,Entregue,Marketplace,22400.71,8.34
924,769,2026-05-15,Entregue,Website,12188.29,10.78
925,17,2025-12-23,Entregue,Website,4653.09,45.18
926,252,2025-05-18,Entregue,Website,296.49,44.85
927,396,2026-04-04,Entregue,Marketplace,6226.32,3.91
928,170,2026-08-09,Processando,Website,12261.66,7.3
929,53,2026-04-11,Entregue,Website,19147.79,44.18
930,148,2026-07-14,Enviado,Website,5222.45,4.66
931,582,2025-06-02,Entregue,Marketplace,5922.15,49.52
932,806,2025-10-17,Entregue,Website,4497.49,10.95
933,382,2024-09-23,Entregue,Marketplace,7605.23,47.78
934,609,2024-11-11,Entregue,Website,2159.77,11.31
935,963,2026-07-10,Entregue,Marketplace,7292.68,24.94
936,715,2026-07-27,Entregue,Marketplace,4373.24,37.13
937,32,2026-01-04,Entregue,Marketplace,107.9,46.88
938,504,2024-09-24,Entregue,Marketplace,2798.49,29.42
939,919,2026-08-02,Enviado,Website,1318.44,49.59
940,864,2024-11-27,Entregue,Marketplace,11356.46,33.94
941,630,2026-02-08,Entregue,Website,2766.74,41.07
942,74,2026-03-02,Entregue,Marketplace,15103.11,6.93
943,464,2025-11-07,Entregue,Marketplace,1669.82,47.59
944,153,2025-04-11,Entregue,Website,1486.44,1.84
945,153,2026-05-11,Entregue,Website,7918.4,14.12
946,602,2025-10-25,Entregue,Marketplace,5685.04,46.87
947,823,2024-12-04,Entregue,Marketplace,9258.77,19.48
