item_id,order_id,product_id,quantity,unit_price,total_price
2323,781,17,2,119.37,238.74
2324,781,32,1,1034.84,1034.84
2325,781,23,1,825.13,825.13
2326,782,12,1,1597.94,1597.94
2327,782,26,3,480.49,1441.47
2328,782,5,2,1052.65,2105.29
2329,782,13,2,945.88,1891.76
2330,782,6,2,2525.6,5051.2
2331,783,21,1,1754.04,1754.04
2332,784,2,3,1955.12,5865.36
2333,784,32,1,1034.84,1034.84
2334,784,15,2,373.87,747.74
2335,785,2,2,1955.12,3910.24
2336,785,31,3,1422.93,4268.79
2337,786,26,2,480.49,960.98
2338,786,25,1,1379.46,1379.46
2339,786,17,2,96.85,193.7
2340,786,24,2,753.86,1507.72
2341,786,28,3,1074.23,3222.69
2342,787,31,3,1422.93,4268.79
2343,787,35,3,907.85,2723.55
2344,787,21,3,1754.04,5262.12
2345,787,7,1,3807.28,3807.28
2346,787,15,3,373.87,1121.61
2347,788,5,3,1193.52,3580.56
2348,788,11,2,772.38,1544.76
2349,788,2,3,1590.68,4772.05
2350,788,29,1,1259.43,1259.43
2351,789,32,2,1034.84,2069.68
2352,790,29,3,1259.43,3778.29
2353,790,20,2,61.02,122.04
2354,791,21,1,1754.04,1754.04
2355,791,1,3,3485.59,10456.77
2356,791,4,1,3280.07,3280.07
2357,791,23,1,929.31,929.31
2358,791,8,1,1725.85,1725.85
2359,792,6,3,3328.48,9985.44
2360,792,7,3,3807.28,11421.84
2361,792,26,2,480.49,960.98
2362,793,7,2,3289.22,6578.43
2363,793,20,2,61.02,122.04
2364,794,23,2,929.31,1858.62
2365,794,6,1,3328.48,3328.48
2366,795,24,1,570.88,570.88
2367,796,20,1,50.39,50.39
2368,796,2,1,1955.12,1955.12
2369,796,24,2,613.16,1226.32
2370,796,5,1,1193.52,1193.52
2371,797,33,2,1304.67,2609.34
2372,797,10,3,4184.44,12553.32
2373,798,19,3,124.25,372.76
2374,798,7,1,3807.28,3807.28
2375,798,23,3,768.88,2306.63
2376,799,25,1,1379.46,1379.46
2377,799,29,1,1259.43,1259.43
2378,799,8,2,1500.01,3000.02
2379,799,5,2,899.35,1798.71
2380,799,22,2,772.56,1545.12
2381,800,21,3,1754.04,5262.12
2382,801,19,1,146.82,146.82
2383,801,21,1,1754.04,1754.04
2384,802,6,2,3328.48,6656.96
2385,802,32,3,1034.84,3104.52
2386,802,2,2,1955.12,3910.24
2387,802,7,2,3807.28,7614.56
2388,803,13,1,945.88,945.88
2389,804,35,1,807.45,807.45
2390,805,28,3,1074.23,3222.69
2391,806,14,1,884.72,884.72
2392,807,14,2,884.72,1769.44
2393,808,14,1,884.72,884.72
2394,808,8,2,1725.85,3451.7
2395,808,19,2,146.82,293.64
2396,808,1,2,3485.59,6971.18
2397,809,16,3,42.47,127.41
2398,809,17,2,119.37,238.74
2399,809,28,1,1074.23,1074.23
2400,809,20,2,61.02,122.04
2401,809,14,1,884.72,884.72
2402,810,3,1,3893.18,3893.18
2403,810,29,1,997.17,997.17
2404,810,9,1,3714.66,3714.66
2405,810,15,3,373.87,1121.61
2406,811,19,1,146.82,146.82
2407,811,17,1,119.37,119.37
2408,811,7,3,3807.28,11421.84
2409,812,8,1,1505.61,1505.61
2410,813,24,1,753.86,753.86
2411,813,29,3,1259.43,3778.29
2412,813,10,3,3847.42,11542.25
2413,813,3,2,3893.18,7786.36
2414,813,33,2,1384.64,2769.28
2415,814,19,1,146.82,146.82
2416,814,33,3,1133.19,3399.56
2417,815,16,3,42.47,127.41
2418,816,4,2,3280.07,6560.14
2419,816,8,1,1725.85,1725.85
2420,816,5,1,1193.52,1193.52
2421,817,15,1,373.87,373.87
2422,818,8,1,1725.85,1725.85
2423,818,15,2,373.87,747.74
2424,818,3,3,3893.18,11679.54
2425,818,35,3,907.85,2723.55
2426,818,5,2,1193.52,2387.04
2427,819,30,2,511.45,1022.9
2428,819,31,2,1422.93,2845.86
2429,819,10,2,4184.44,8368.88
2430,820,24,2,753.86,1507.72
2431,820,2,1,1696.9,1696.9
2432,821,23,2,929.31,1858.62
2433,821,14,2,884.72,1769.44
2434,822,24,1,753.86,753.86
2435,822,22,1,772.56,772.56
2436,822,21,3,1598.07,4794.21
2437,822,26,3,480.49,1441.47
2438,823,27,1,514.43,514.43
2439,823,24,3,753.86,2261.58
2440,823,20,2,61.02,122.04
2441,823,14,3,884.72,2654.16
2442,823,26,1,480.49,480.49
2443,824,28,2,1074.23,2148.46
2444,824,12,1,1597.94,1597.94
2445,824,29,3,1259.43,3778.29
2446,824,2,1,1955.12,1955.12
2447,824,14,3,884.72,2654.16
2448,825,16,3,42.47,127.41
2449,825,9,3,4199.61,12598.83
2450,825,32,3,1034.84,3104.52
2451,825,21,3,1643.41,4930.23
2452,826,22,1,772.56,772.56
2453,827,14,1,884.72,884.72
2454,827,20,2,61.02,122.04
2455,828,19,1,146.82,146.82
2456,828,20,1,61.02,61.02
2457,829,27,1,514.43,514.43
2458,829,11,1,772.38,772.38
2459,829,31,1,1422.93,1422.93
2460,829,18,1,175.11,175.11
2461,829,16,2,42.47,84.94
2462,830,29,2,1259.43,2518.86
2463,830,12,3,1597.94,4793.82
2464,830,2,2,1955.12,3910.24
2465,831,20,1,46.56,46.56
2466,831,26,3,395.52,1186.55
2467,832,2,2,1747.78,3495.56
2468,832,27,3,514.43,1543.29
2469,832,11,1,772.38,772.38
2470,832,24,1,680.16,680.16
2471,833,22,3,648.75,1946.26
2472,833,3,1,3893.18,3893.18
2473,833,18,3,146.26,438.79
2474,833,30,2,511.45,1022.9
2475,834,18,3,175.11,525.33
2476,835,9,3,3753.07,11259.22
2477,835,23,1,929.31,929.31
2478,835,17,3,97.5,292.49
2479,836,7,1,3567.45,3567.45
2480,836,16,3,42.47,127.41
2481,837,1,3,3485.59,10456.77
2482,838,22,3,592.09,1776.27
2483,838,7,1,3070.0,3070.0
2484,838,8,1,1366.32,1366.32
2485,838,4,1,3280.07,3280.07
2486,839,13,3,945.88,2837.64
2487,839,31,1,1422.93,1422.93
2488,839,32,3,946.7,2840.11
2489,839,12,1,1597.94,1597.94
2490,839,19,3,146.82,440.46
2491,840,13,1,945.88,945.88
2492,841,19,2,146.82,293.64
2493,841,27,3,514.43,1543.29
2494,841,33,1,1384.64,1384.64
2495,841,14,3,884.72,2654.16
2496,841,28,1,1007.03,1007.03
2497,842,6,3,3328.48,9985.44
2498,842,29,2,1259.43,2518.86
2499,842,1,3,3485.59,10456.77
2500,842,21,1,1754.04,1754.04
2501,843,24,3,753.86,2261.58
2502,843,32,1,1034.84,1034.84
2503,843,20,1,53.66,53.66
2504,843,21,2,1754.04,3508.08
2505,844,29,1,1259.43,1259.43
2506,844,10,2,4184.44,8368.88
2507,844,25,3,1209.59,3628.77
2508,844,27,2,514.43,1028.86
2509,845,14,1,884.72,884.72
2510,845,7,1,3807.28,3807.28
2511,846,20,1,50.56,50.56
2512,846,18,2,175.11,350.22
2513,847,23,1,822.76,822.76
2514,848,32,3,852.61,2557.84
2515,848,14,3,884.72,2654.16
2516,848,27,3,475.39,1426.18
2517,848,1,2,3485.59,6971.18
2518,848,20,2,61.02,122.04
2519,849,5,2,1193.52,2387.04
2520,849,2,2,1955.12,3910.24
2521,849,29,2,1259.43,2518.86
2522,849,24,2,753.86,1507.72
2523,850,13,3,945.88,2837.64
2524,850,9,1,4199.61,4199.61
2525,850,21,3,1754.04,5262.12
2526,851,2,2,1955.12,3910.24
2527,851,21,3,1754.04,5262.12
2528,851,33,3,1384.64,4153.92
2529,851,7,3,3807.28,11421.84
2530,852,13,1,945.88,945.88
2531,852,18,1,175.11,175.11
2532,852,10,2,4184.44,8368.88
2533,852,24,3,753.86,2261.58
2534,853,21,2,1754.04,3508.08
2535,853,35,3,907.85,2723.55
2536,853,13,3,945.88,2837.64
2537,853,8,2,1725.85,3451.7
2538,854,20,2,61.02,122.04
2539,855,6,2,3328.48,6656.96
2540,855,24,3,649.2,1947.61
2541,855,30,2,457.9,915.79
2542,855,10,2,3467.61,6935.22
2543,856,2,2,1955.12,3910.24
2544,856,8,2,1352.44,2704.89
2545,856,4,2,3280.07,6560.14
2546,857,12,2,1597.94,3195.88
2547,857,21,3,1486.83,4460.48
2548,857,3,3,3893.18,11679.54
2549,857,19,1,146.82,146.82
2550,858,11,2,680.69,1361.37
2551,858,16,1,42.47,42.47
2552,858,6,3,2884.89,8654.67
2553,858,24,2,753.86,1507.72
2554,858,23,3,929.31,2787.93
2555,859,17,1,119.37,119.37
2556,860,31,1,1422.93,1422.93
2557,860,3,1,3893.18,3893.18
2558,861,25,3,1379.46,4138.38
2559,861,26,2,387.78,775.56
2560,861,2,2,1955.12,3910.24
2561,862,15,1,373.87,373.87
2562,862,32,1,1034.84,1034.84
2563,863,35,3,907.85,2723.55
2564,863,1,2,3485.59,6971.18
2565,864,17,1,119.37,119.37
2566,864,22,2,772.56,1545.12
2567,865,33,1,1092.58,1092.58
2568,865,26,3,480.49,1441.47
2569,865,14,1,884.72,884.72
2570,865,12,3,1597.94,4793.82
2571,866,24,3,753.86,2261.58
2572,866,30,3,511.45,1534.35
2573,866,4,2,3280.07,6560.14
2574,867,22,2,772.56,1545.12
2575,867,14,2,884.72,1769.44
2576,868,32,3,1034.84,3104.52
2577,868,31,3,1422.93,4268.79
2578,869,2,3,1852.98,5558.94
2579,870,11,1,772.38,772.38
2580,870,7,2,3807.28,7614.56
2581,870,4,2,2842.19,5684.38
2582,870,24,1,753.86,753.86
2583,871,30,3,511.45,1534.35
2584,871,14,3,884.72,2654.16
2585,871,8,2,1600.7,3201.39
2586,872,18,1,142.61,142.61
2587,872,2,1,1688.25,1688.25
2588,872,31,2,1422.93,2845.86
2589,872,5,1,1193.52,1193.52
2590,872,10,1,4184.44,4184.44
2591,873,13,3,945.88,2837.64
2592,873,18,1,175.11,175.11
2593,873,2,1,1955.12,1955.12
2594,873,16,2,42.47,84.94
2595,874,19,2,128.69,257.39
2596,875,24,2,753.86,1507.72
2597,875,35,2,907.85,1815.7
2598,875,10,3,4184.44,12553.32
2599,876,32,2,1034.84,2069.68
2600,876,35,2,816.48,1632.97
2601,877,29,2,1259.43,2518.86
2602,877,35,3,800.42,2401.27
2603,877,11,3,772.38,2317.14
2604,877,3,1,3893.18,3893.18
2605,878,26,2,480.49,960.98
2606,878,6,3,3328.48,9985.44
2607,879,11,2,772.38,1544.76
2608,879,15,2,373.87,747.74
2609,879,22,2,772.56,1545.12
2610,879,32,2,1034.84,2069.68
2611,879,8,2,1725.85,3451.7
2612,880,10,1,4184.44,4184.44
2613,880,13,1,945.88,945.88
2614,880,1,2,3485.59,6971.18
2615,880,33,2,1384.64,2769.28
2616,881,2,1,1955.12,1955.12
2617,881,19,3,132.04,396.11
2618,882,1,2,3485.59,6971.18
2619,882,20,2,61.02,122.04
2620,882,22,2,772.56,1545.12
2621,882,25,3,1174.93,3524.8
2622,883,31,1,1422.93,1422.93
2623,883,25,3,1379.46,4138.38
2624,883,35,2,907.85,1815.7
2625,884,3,2,3893.18,7786.36
2626,884,32,1,1034.84,1034.84
2627,884,6,3,3328.48,9985.44
2628,884,31,1,1422.93,1422.93
2629,885,3,1,3893.18,3893.18
2630,885,21,1,1621.3,1621.3
2631,885,20,3,61.02,183.06
2632,885,29,3,1259.43,3778.29
2633,886,25,3,1379.46,4138.38
2634,886,35,1,907.85,907.85
2635,886,4,2,3280.07,6560.14
2636,886,17,1,119.37,119.37
2637,886,8,2,1725.85,3451.7
2638,887,13,2,945.88,1891.76
2639,888,25,2,1216.66,2433.33
2640,888,3,3,3893.18,11679.54
2641,889,7,1,3053.17,3053.17
2642,890,28,3,1074.23,3222.69
2643,890,2,3,1672.15,5016.46
2644,890,34,2,507.59,1015.18
2645,891,17,3,119.37,358.11
2646,892,8,1,1575.08,1575.08
2647,892,2,1,1955.12,1955.12
2648,893,5,3,1085.52,3256.56
2649,893,12,2,1293.86,2587.72
2650,893,27,1,514.43,514.43
2651,893,8,3,1725.85,5177.55
2652,894,20,1,61.02,61.02
2653,895,31,1,1194.4,1194.4
2654,895,14,3,884.72,2654.16
2655,896,10,1,4184.44,4184.44
2656,896,5,2,1193.52,2387.04
2657,896,31,2,1422.93,2845.86
2658,896,33,2,1384.64,2769.28
2659,896,11,2,684.25,1368.51
2660,897,26,3,480.49,1441.47
2661,897,29,2,1259.43,2518.86
2662,897,15,3,373.87,1121.61
2663,898,19,2,136.99,273.98
2664,898,32,1,1034.84,1034.84
2665,898,5,1,1193.52,1193.52
2666,898,28,2,1074.23,2148.46
2667,898,2,3,1955.12,5865.36
2668,899,21,2,1754.04,3508.08
2669,899,20,3,61.02,183.06
2670,899,31,3,1422.93,4268.79
2671,899,33,3,1384.64,4153.92
2672,899,32,3,913.33,2740.0
2673,900,34,3,507.59,1522.77
2674,900,5,2,1193.52,2387.04
2675,900,17,2,119.37,238.74
2676,900,18,3,132.3,396.9
2677,900,19,1,146.82,146.82
2678,901,28,3,1074.23,3222.69
2679,901,13,2,945.88,1891.76
2680,901,9,2,4199.61,8399.22
2681,901,19,1,118.26,118.26
2682,901,24,2,753.86,1507.72
2683,902,24,3,753.86,2261.58
2684,902,16,3,42.47,127.41
2685,902,26,2,398.23,796.46
2686,902,31,2,1244.62,2489.24
2687,903,17,2,119.37,238.74
2688,903,32,3,1034.84,3104.52
2689,904,28,3,1074.23,3222.69
2690,905,21,1,1754.04,1754.04
2691,905,8,1,1615.3,1615.3
2692,905,9,1,4199.61,4199.61
2693,905,12,2,1487.4,2974.8
2694,906,4,2,3280.07,6560.14
2695,906,1,1,3485.59,3485.59
2696,906,8,3,1725.85,5177.55
2697,906,22,2,772.56,1545.12
2698,906,18,2,175.11,350.22
2699,907,15,1,373.87,373.87
2700,907,11,1,772.38,772.38
2701,907,25,1,1379.46,1379.46
2702,908,7,1,3807.28,3807.28
2703,909,12,2,1441.73,2883.47
2704,909,15,2,373.87,747.74
2705,910,7,2,3807.28,7614.56
2706,910,6,2,2570.84,5141.68
2707,911,14,3,884.72,2654.16
2708,911,32,1,1034.84,1034.84
2709,911,28,3,1074.23,3222.69
2710,912,25,1,1379.46,1379.46
2711,913,18,2,175.11,350.22
2712,913,16,2,42.47,84.94
2713,913,19,3,146.82,440.46
2714,913,15,1,373.87,373.87
2715,914,25,3,1379.46,4138.38
2716,915,28,1,1074.23,1074.23
2717,915,6,2,3328.48,6656.96
2718,915,17,1,119.37,119.37
2719,915,23,3,929.31,2787.93
2720,916,24,3,753.86,2261.58
2721,916,4,1,3280.07,3280.07
2722,916,15,3,349.25,1047.75
2723,916,6,2,3328.48,6656.96
2724,917,12,2,1496.7,2993.4
2725,917,15,1,373.87,373.87
2726,917,27,3,514.43,1543.29
2727,918,28,1,1074.23,1074.23
2728,918,11,1,718.08,718.08
2729,918,16,1,42.47,42.47
2730,918,2,2,1955.12,3910.24
2731,919,16,2,42.47,84.94
2732,919,1,2,3485.59,6971.18
2733,920,4,1,3280.07,3280.07
2734,920,31,1,1422.93,1422.93
2735,921,30,3,460.49,1381.46
2736,921,16,3,42.47,127.41
2737,921,12,1,1397.42,1397.42
2738,922,26,3,480.49,1441.47
2739,922,35,2,907.85,1815.7
2740,922,34,3,507.59,1522.77
2741,922,30,3,511.45,1534.35
2742,923,9,3,4199.61,12598.83
2743,923,3,2,2994.51,5989.01
2744,923,14,2,884.72,1769.44
2745,923,5,2,1017.54,2035.08
2746,924,29,3,1259.43,3778.29
2747,924,9,2,4199.61,8399.22
2748,925,32,3,1034.84,3104.52
2749,925,26,1,480.49,480.49
2750,925,30,2,511.45,1022.9
2751,926,19,2,125.82,251.64
2752,927,23,1,929.31,929.31
2753,927,33,2,1223.62,2447.24
2754,927,31,2,1422.93,2845.86
2755,928,18,3,175.11,525.33
2756,928,4,1,3280.07,3280.07
2757,928,2,2,1955.12,3910.24
2758,928,33,2,1384.64,2769.28
2759,928,14,2,884.72,1769.44
2760,929,28,1,1074.23,1074.23
2761,929,33,2,1384.64,2769.28
2762,929,3,3,3893.18,11679.54
2763,929,5,3,1193.52,3580.56
2764,930,18,1,175.11,175.11
2765,930,26,1,401.76,401.76
2766,930,15,2,373.87,747.74
2767,930,3,1,3893.18,3893.18
2768,931,1,1,3485.59,3485.59
2769,931,5,2,1193.52,2387.04
2770,932,32,1,1034.84,1034.84
2771,932,8,2,1725.85,3451.7
2772,933,22,1,772.56,772.56
2773,933,21,3,1754.04,5262.12
2774,933,34,3,507.59,1522.77
2775,934,28,2,1074.23,2148.46
2776,935,4,1,3280.07,3280.07
2777,935,20,1,61.02,61.02
2778,935,17,1,119.37,119.37
2779,935,7,1,3807.28,3807.28
2780,936,22,1,772.56,772.56
2781,936,20,3,54.14,162.41
2782,936,6,1,3328.48,3328.48
2783,936,16,2,36.33,72.65
2784,937,20,1,61.02,61.02
2785,938,28,2,950.23,1900.47
2786,938,16,2,42.47,84.94
2787,938,19,1,116.1,116.1
2788,938,11,1,667.56,667.56
2789,939,31,1,1268.85,1268.85
2790,940,6,2,3328.48,6656.96
2791,940,3,1,3893.18,3893.18
2792,940,11,1,772.38,772.38
2793,941,11,2,642.1,1284.2
2794,941,26,3,480.49,1441.47
2795,942,17,2,119.37,238.74
2796,942,11,3,772.38,2317.14
2797,942,33,2,1384.64,2769.28
2798,942,7,3,3257.01,9771.02
2799,943,19,1,146.82,146.82
2800,943,26,2,480.49,960.98
2801,943,27,1,514.43,514.43
2802,944,8,1,1484.6,1484.6
2803,945,21,2,1754.04,3508.08
2804,945,16,3,42.47,127.41
2805,945,31,3,1422.93,4268.79
2806,946,31,2,1297.29,2594.58
2807,946,3,1,3043.59,3043.59
2808,947,30,1,511.45,511.45
2809,947,26,3,480.49,1441.47
2810,947,21,2,1754.04,3508.08
2811,947,29,3,1259.43,3778.29
2812,948,17,1,119.37,119.37
2813,948,27,2,397.73,795.47
2814,949,12,1,1597.94,1597.94
2815,949,27,3,514.43,1543.29
2816,950,31,3,1422.93,4268.79
2817,951,18,3,175.11,525.33
2818,951,34,2,507.59,1015.18
2819,951,26,3,480.49,1441.47
2820,951,13,3,945.88,2837.64
2821,951,28,2,949.06,1898.12
2822,952,30,2,511.45,1022.9
2823,952,15,3,373.87,1121.61
2824,952,21,1,1754.04,1754.04
2825,952,29,3,1259.43,3778.29
2826,953,15,2,373.87,747.74
2827,954,18,3,175.11,525.33
2828,955,4,3,3280.07,9840.21
2829,955,32,2,1034.84,2069.68
2830,955,14,1,884.72,884.72
2831,956,1,1,3485.59,3485.59
2832,956,28,1,1074.23,1074.23
2833,957,11,2,667.88,1335.77
2834,957,19,3,136.61,409.84
2835,957,17,2,119.37,238.74
2836,958,8,1,1373.66,1373.66
2837,958,1,2,3485.59,6971.18
2838,959,35,3,907.85,2723.55
2839,959,30,1,511.45,511.45
2840,959,33,1,1384.64,1384.64
2841,959,8,2,1725.85,3451.7
2842,959,31,3,1422.93,4268.79
2843,960,6,1,3328.48,3328.48
2844,960,5,3,1193.52,3580.56
2845,960,11,2,772.38,1544.76
2846,960,10,3,4184.44,12553.32
2847,960,22,2,772.56,1545.12
2848,961,26,3,480.49,1441.47
2849,961,14,1,884.72,884.72
2850,961,11,3,772.38,2317.14
2851,961,13,3,945.88,2837.64
2852,961,31,2,1422.93,2845.86
2853,962,13,1,831.35,831.35
2854,962,3,3,3893.18,11679.54
2855,962,29,3,1259.43,3778.29
2856,963,6,3,3328.48,9985.44
2857,963,9,3,3574.42,10723.25
2858,963,7,3,3807.28,11421.84
2859,963,34,2,399.9,799.79
2860,964,28,2,1074.23,2148.46
2861,964,19,1,146.82,146.82
2862,964,3,2,3893.18,7786.36
2863,964,7,2,3807.28,7614.56
2864,964,4,2,3280.07,6560.14
2865,965,20,1,61.02,61.02
2866,965,27,2,479.13,958.26
2867,965,2,1,1955.12,1955.12
2868,966,17,2,119.37,238.74
2869,967,6,3,3328.48,9985.44
2870,967,15,1,373.87,373.87
2871,967,4,3,3280.07,9840.21
2872,967,18,3,175.11,525.33
2873,967,20,3,61.02,183.06
2874,968,20,2,53.9,107.8
2875,969,1,1,3485.59,3485.59
2876,970,35,3,907.85,2723.55
2877,970,7,1,3488.7,3488.7
2878,970,17,3,119.37,358.11
2879,970,11,3,772.38,2317.14
2880,971,11,1,772.38,772.38
2881,971,33,1,1384.64,1384.64
2882,972,32,1,1034.84,1034.84
2883,972,16,3,42.47,127.41
2884,973,27,3,514.43,1543.29
2885,973,19,1,146.82,146.82
2886,973,18,2,175.11,350.22
2887,973,16,2,39.37,78.75
2888,974,12,3,1597.94,4793.82
2889,974,8,3,1295.03,3885.08
2890,975,9,3,3813.07,11439.22
2891,975,14,1,884.72,884.72
2892,975,18,1,175.11,175.11
2893,975,8,2,1725.85,3451.7
2894,976,24,2,753.86,1507.72
2895,977,10,2,4184.44,8368.88
2896,977,14,3,884.72,2654.16
2897,978,28,1,1074.23,1074.23
2898,978,4,1,2532.91,2532.91
2899,978,17,1,119.37,119.37
2900,979,19,1,146.82,146.82
2901,980,5,2,1193.52,2387.04
2902,980,30,2,511.45,1022.9
2903,980,23,2,929.31,1858.62
2904,980,20,2,61.02,122.04
2905,980,15,1,337.65,337.65
2906,981,33,3,1384.64,4153.92
2907,981,10,1,4184.44,4184.44
2908,981,8,3,1725.85,5177.55
2909,981,18,2,175.11,350.22
2910,981,24,1,571.85,571.85
2911,982,16,3,42.47,127.41
2912,982,34,3,384.89,1154.68
2913,982,12,2,1597.94,3195.88
2914,983,31,1,1143.29,1143.29
2915,984,13,1,945.88,945.88
2916,984,26,3,432.93,1298.8
2917,984,23,1,929.31,929.31
2918,985,22,3,646.61,1939.82
2919,985,32,1,1034.84,1034.84
2920,985,15,1,373.87,373.87
2921,985,28,2,1074.23,2148.46
2922,985,2,3,1591.09,4773.28
2923,986,14,1,838.41,838.41
2924,986,24,3,753.86,2261.58
2925,987,22,1,772.56,772.56
2926,988,16,1,42.47,42.47
2927,988,3,3,3893.18,11679.54
2928,988,31,2,1422.93,2845.86
2929,988,18,1,175.11,175.11
2930,988,35,2,771.0,1542.0
2931,989,23,1,929.31,929.31
2932,989,29,3,1259.43,3778.29
2933,989,11,3,772.38,2317.14
2934,990,12,1,1597.94,1597.94
2935,991,29,1,1259.43,1259.43
2936,992,24,3,753.86,2261.58
2937,992,20,3,46.97,140.91
2938,993,3,3,3893.18,11679.54
2939,993,35,2,723.66,1447.32
2940,993,12,1,1385.4,1385.4
2941,994,18,3,175.11,525.33
2942,994,34,3,507.59,1522.77
2943,995,35,2,907.85,1815.7
2944,995,14,3,884.72,2654.16
2945,996,14,2,884.72,1769.44
2946,996,2,2,1955.12,3910.24
2947,996,13,3,767.2,2301.6
2948,996,26,1,480.49,480.49
2949,996,19,3,146.82,440.46
2950,997,9,3,4199.61,12598.83
2951,997,4,1,3280.07,3280.07
2952,997,34,1,507.59,507.59
2953,997,12,3,1597.94,4793.82
2954,998,22,3,772.56,2317.68
2955,999,12,2,1597.94,3195.88
2956,999,3,1,3083.38,3083.38
2957,1000,29,3,1259.43,3778.29
2958,1000,5,2,1067.89,2135.77
2959,1000,28,2,856.06,1712.12
2960,1000,35,1,907.85,907.85
2961,1000,6,3,2623.11,7869.33
2962,1001,6,3,3328.48,9985.44
2963,1001,13,1,945.88,945.88
2964,1001,31,3,1422.93,4268.79
2965,1001,7,1,3807.28,3807.28
2966,1001,29,2,1259.43,2518.86
2967,1002,19,1,146.82,146.82
2968,1002,17,3,119.37,358.11
2969,1002,11,2,772.38,1544.76
2970,1002,6,1,2613.28,2613.28
2971,1002,35,2,907.85,1815.7
2972,1003,33,2,1384.64,2769.28
2973,1004,16,3,42.47,127.41
2974,1004,25,2,1379.46,2758.92
2975,1004,23,2,929.31,1858.62
2976,1005,27,2,514.43,1028.86
2977,1005,10,2,4184.44,8368.88
2978,1006,25,3,1379.46,4138.38
2979,1006,3,3,3893.18,11679.54
2980,1007,30,1,458.48,458.48
2981,1007,23,1,929.31,929.31
2982,1007,2,2,1955.12,3910.24
2983,1007,34,3,425.79,1277.36
2984,1007,12,3,1597.94,4793.82
2985,1008,31,1,1422.93,1422.93
2986,1008,32,2,1034.84,2069.68
2987,1009,10,1,4184.44,4184.44
2988,1009,5,3,1193.52,3580.56
2989,1010,27,1,514.43,514.43
2990,1010,20,2,61.02,122.04
2991,1010,11,1,772.38,772.38
2992,1011,17,1,119.37,119.37
2993,1011,6,2,3328.48,6656.96
2994,1011,30,3,511.45,1534.35
2995,1012,12,2,1597.94,3195.88
2996,1013,19,3,136.99,410.98
2997,1013,13,2,945.88,1891.76
2998,1014,34,2,507.59,1015.18
2999,1014,33,3,1384.64,4153.92
3000,1014,2,1,1955.12,1955.12
3001,1014,15,2,373.87,747.74
3002,1014,7,1,3807.28,3807.28
3003,1015,19,1,146.82,146.82
3004,1016,13,3,945.88,2837.64
3005,1016,34,3,408.26,1224.78
3006,1016,17,1,119.37,119.37
3007,1017,34,1,507.59,507.59
3008,1017,30,1,511.45,511.45
3009,1017,8,1,1725.85,1725.85
3010,1017,35,1,907.85,907.85
3011,1018,3,1,3893.18,3893.18
3012,1018,27,1,514.43,514.43
3013,1019,25,3,1379.46,4138.38
3014,1019,7,3,3807.28,11421.84
3015,1019,30,3,511.45,1534.35
3016,1020,2,3,1552.9,4658.7
3017,1021,1,3,3485.59,10456.77
3018,1021,16,2,42.47,84.94
3019,1021,25,3,1110.53,3331.58
3020,1021,22,2,772.56,1545.12
3021,1021,31,3,1422.93,4268.79
3022,1022,9,2,4199.61,8399.22
3023,1022,4,1,3280.07,3280.07
3024,1022,5,3,1193.52,3580.56
3025,1023,15,3,373.87,1121.61
3026,1023,26,1,480.49,480.49
3027,1024,14,1,760.63,760.63
3028,1024,33,2,1384.64,2769.28
3029,1025,19,1,146.82,146.82
3030,1026,22,1,772.56,772.56
3031,1027,34,3,406.44,1219.33
3032,1028,4,1,3280.07,3280.07
3033,1028,34,2,507.59,1015.18
3034,1029,5,1,1193.52,1193.52
3035,1029,21,2,1754.04,3508.08
3036,1029,14,2,764.43,1528.87
3037,1029,7,3,3181.33,9543.99
3038,1030,10,3,4184.44,12553.32
3039,1030,14,1,884.72,884.72
3040,1030,34,3,428.63,1285.88
3041,1030,17,2,119.37,238.74
3042,1030,19,2,146.82,293.64
3043,1031,15,3,373.87,1121.61
3044,1031,24,1,660.3,660.3
3045,1032,33,2,1384.64,2769.28
3046,1033,12,2,1597.94,3195.88
3047,1033,2,1,1955.12,1955.12
3048,1033,29,3,1259.43,3778.29
3049,1034,25,2,1094.32,2188.63
3050,1034,19,3,146.82,440.46
3051,1034,30,3,511.45,1534.35
3052,1034,6,2,3328.48,6656.96
3053,1034,34,2,431.41,862.81
3054,1035,7,1,3807.28,3807.28
3055,1035,12,1,1597.94,1597.94
3056,1036,27,3,514.43,1543.29
3057,1037,30,2,511.45,1022.9
3058,1038,20,3,61.02,183.06
3059,1038,15,2,373.87,747.74
3060,1039,9,2,4199.61,8399.22
3061,1039,2,1,1955.12,1955.12
3062,1039,19,3,146.82,440.46
3063,1039,1,2,3485.59,6971.18
3064,1039,23,3,929.31,2787.93
3065,1040,35,3,907.85,2723.55
3066,1040,10,3,4184.44,12553.32
3067,1040,28,2,1074.23,2148.46
3068,1041,1,2,2732.27,5464.55
3069,1041,31,1,1422.93,1422.93
3070,1042,17,1,119.37,119.37
3071,1043,33,1,1384.64,1384.64
3072,1043,18,1,175.11,175.11
3073,1043,3,1,3178.61,3178.61
3074,1044,5,3,1193.52,3580.56
3075,1044,4,1,3280.07,3280.07
3076,1044,8,3,1725.85,5177.55
3077,1044,25,1,1292.22,1292.22
3078,1045,6,3,3328.48,9985.44
3079,1045,19,2,146.82,293.64
3080,1045,5,1,1193.52,1193.52
3081,1046,27,1,514.43,514.43
3082,1046,10,2,3560.73,7121.47
